0: 24/161
6032: 20'4/15
6033: 2'2/5
6034: 13
6035: 32'1/3
6036: 23'3/20
6037: 7'23/40
6038: 55/56
6039: 14'11/21
6040: 15'17/40
6041: 18'20/63
6042: 33'1/12
6043: 104'1/2
6044: 59'77/360
6045: 22'35/36
6046: 41'35/36
6047: 4'5/6
6048: 67'125/189
6049: 4'77/180
6050: 197'3/5
6051: 5'11/51
6052: 10'95/108
6053: 2'9/28
6054: 2'3/4
6055: 6'3/7
6056: 3'1/3
6057: 35'1/5
6058: 10'1/4
6059: 1'5/6
6060: 2'2/33
6061: 21'7/20
6062: 2'1/10
6063: 85
6064: 174'4/81
6065: 5'21/40
6066: 15'5/6
6067: 62'16/21
6068: 3'7/9
6069: 6'257/312
6070: 3/110
6071: 3/35
6072: 6'16/21
6073: 11/20
6074: 28'2/7
6075: 28'5/7
6076: 8'23/28
6077: 8'8/57
6078: 12'19/90
6079: 9'87/98
6080: 8'13/40
6081: 4'1/21
6082: 7/10
6083: 3'4/7
6084: 8'3/7
6085: 1/10
6086: 6'1/2
6087: 31'17/28
6088: 7'23/56
6089: 1'2/9
6090: 8'26/27
6091: 16/117
6092: 3/25
6093: 5'3/4
6094: 3'3/38
6095: 8'1/7
6096: 9/1022
6097: 8'1/72
6098: 71'2/5
6099: 4'13/24
6100: 34
6101: 9'16/105
6102: 5'170/171
6103: 9'8/45
6104: 4'4/11
6105: 7/34
6106: 4/9
6107: 22'3/5
6108: 9'11/40
6109: 1'1/7
6110: 4'13/20
6111: 11'1/40
6112: 1'17/25
6113: 2'92/129
6114: 1'1/3
6115: 1'49/50
6116: 21/248
6117: 6'1/2
6118: 9'38/45
6119: 1'16/21
6120: 17'2/3
6121: 7'1/75
6122: 4'5/6
6123: 3'27/35
6124: 30/413
6125: 5'11/12
6126: 17'11/21
6127: 3/133
6128: 9'5/36
6129: 245/328
6130: 82'1/2
6131: 8'11/12
6132: 7'5/21
6133: 43'3/14
6134: 1'2/3
6135: 2'62/81
6136: 141'3/7
6137: 11/108
6138: 7'3/8
6139: 36/767
6140: 5'17/28
6141: 7'37/45
6142: 2/27
6143: 3'4/5
6144: 46'1/10
6145: 11'14/15
6146: 10'4/9
6147: 4'76/105
6148: 6'16/105
6149: 31'62/245
6150: 7'13/42
6151: 15'2/3
6152: 26'2/3
6153: 4
6154: 1'3/25
6155: 7'49/95
6156: 62'5/6
6157: 25/36
6158: 1'128/189
6159: 4'1/4
6160: 59'1/2
6161: 1/2
6162: 423/2560
6163: 4'17/168
6164: 13/14
6165: 10'9/28
6166: 6'11/30
6167: 4'13/20
6168: 3'31/68
6169: 5'808/1575
6170: 3'5/24
6171: 2'11/36
6172: 27'26/27
6173: 5'104/639
6174: 55'7/8
6175: 8'52/125
6176: 156/469
6177: 1'631/1664
6178: 34'23/56
6179: 8'89/132
6180: 5'19/20
6181: 29/49
6182: 6/13
6183: 51'1/4
6184: 9'11/16
6185: 6'3/4
6186: 29'26/35
6187: 7/27
6188: 31/120
6189: 21'5/16
6190: 1'55/56
6191: 5'1133/1548
6192: 1'63/94
6193: 4/9
6194: 6'1/14
6195: 2'1/4
6196: 6'81/136
6197: 1'1/2
6198: 6'11/14
6199: 20/27
6200: 10'83/255
6201: 1'83/180
6202: 3'1/2
6203: 103'1/3
6204: 2'4/21
6205: 1/27
6206: 22
6207: 31'5/6
6208: 27'13/36
6209: 128/273
6210: 3/115
6211: 1
6212: 4
6213: 5'13/28
6214: 13'1/10
6215: 6'1/9
6216: 6'3/4
6217: 5'32/111
6218: 26/63
6219: 4'1/11
6220: 15'1/20
6221: 9'2/3
6222: 19'1/5
6223: 34'4/5
6224: 24'1/10
6225: 2'39/74
6226: 5'103/280
6227: 2/15
6228: 3'64/73
6229: 2'7/8
6230: 8'1/8
6231: 18'1/2
6232: 21'1/2
6233: 29'59/72
6234: 11'1/12
6235: 3'1/6
6236: 9'5/6
6237: 15/212
6238: 9/38
6239: 6'2/3
6240: 12'1/6
6241: 2/5
6242: 18'1/3
6243: 10'19/30
6244: 7'20/99
6245: 9'3/4
6246: 13
6247: 6'5/27
6248: 5
6249: 11'29/36
6250: 16'19/72
6251: 7'81/152
6252: 3'1/3
6253: 165/476
6254: 2'5/8
6255: 9'32/35
6256: 70'14/15
6257: 1024/2499
6258: 4'3/14
6259: 45'53/105
6260: 27
6261: 5
6262: 9'109/168
6263: 5/294
6264: 74'3/20
6265: 6'13/106
6266: 2'1/36
6267: 9'1/95
6268: 6'1/4
6269: 24/187
6270: 446'7/108
6271: 7/92
6272: 26'3/8
6273: 10
6274: 44'5/12
6275: 1/12
6276: 6/143
6277: 3'29/35
6278: 4'201/217
6279: 32'2/5
6280: 5'3/8
6281: 2'2169/3400
6282: 2/3
6283: 3'7/13
6284: 13'29/35
6285: 90'5/18
6286: 7'16/45
6287: 7'79/100
6288: 3/29
6289: 12'23/30
6290: 7'328/413
6291: 28'3/4
6292: 25'5/7
6293: 4'33/70
6294: 205/344
6295: 3'851/900
6296: 9/65
6297: 8'183/230
6298: 16'11/28
6299: 73/126
6300: 10'3/38
6301: 6'19/33
6302: 4/39
6303: 8'1/10
6304: 9'11/36
6305: 1'13/90
6306: 1'303/340
6307: 11'13/21
6308: 10/231
6309: 25/138
6310: 1'221/450
6311: 4'562/639
6312: 60
6313: 1'22/29
6314: 3'1/85
6315: 11/20
6316: 19'4/5
6317: 6/77
6318: 4/7
6319: 7/9
6320: 10'25/56
6321: 16'1/9
6322: 161/696
6323: 50'27/50
6324: 1'11/164
6325: 22/237
6326: 5'4/11
6327: 63/1612
6328: 1'16/45
6329: 26'11/12
6330: 7'5/7
6331: 5'47/117
6332: 3'25/56
6333: 26/145
6334: 11'17/35
6335: 1'19/35
6336: 3'23/72
6337: 3'43/59
6338: 3'86/141
6339: 43'31/63
6340: 7'11/56
6341: 14'11/15
6342: 3'11/35
6343: 3/209
6344: 47'3/4
6345: 4
6346: 21'3/4
6347: 32/33
6348: 58'4/5
6349: 13'5/12
6350: 10/21
6351: 5'13/36
6352: 9'27/56
6353: 1'17/20
6354: 3'3/4
6355: 4'59/70
6356: 1/57
6357: 3'17/66
6358: 6'1/5
6359: 12'35/36
6360: 32'1/9
6361: 1/2
6362: 7/26
6363: 98'2/9
6364: 3'1/2
6365: 14/117
6366: 5'9/82
6367: 1'121/166
6368: 5'1/2
6369: 12'44/63
6370: 11'3/20
6371: 11'1/2
6372: 108
6373: 2'5/6
6374: 1'16/21
6375: 8'1/24
6376: 19
6377: 9'2/3
6378: 9'5/12
6379: 132'4/15
6380: 2'35/296
6381: 3'10/41
6382: 18'47/84
6383: 5'1/6
6384: 1'56/57
6385: 2'41/65
6386: 58'2/9
6387: 48/175
6388: 6
6389: 17'1/2
6390: 3'281/360
6391: 18/85
6392: 8'7/10
6393: 7/85
6394: 11/24
6395: 28'3/5
6396: 3'55/168
6397: 2'67/273
6398: 8
6399: 1/12
6400: 2'6/11
6401: 7'2/45
6402: 9'5/7
6403: 6'11/24
6404: 81/98
6405: 30'7/8
6406: 2'449/504
6407: 693/1000
6408: 3'17/20
6409: 47'1/2
6410: 5'1/6
6411: 8'13/36
6412: 25'2/5
6413: 16'31/56
6414: 19'11/12
6415: 1107/2200
6416: 3'45/259
6417: 26'1/2
6418: 1'107/1568
6419: 2'7/8
6420: 26/285
6421: 45'13/36
6422: 8'61/84
6423: 7/19
6424: 3'5/7
6425: 17'1/9
6426: 1'98/265
6427: 8'206/261
6428: 5
6429: 16'1/5
6430: 1'2/5
6431: 16/273
6432: 2'557/780
6433: 1'97/159
6434: 4'1/3
6435: 33'1/6
6436: 7'1/24
6437: 1'35/36
6438: 15'1/2
6439: 1
6440: 45'11/35
6441: 5'1/2
6442: 3'3/4
6443: 18'1/24
6444: 77/1920
6445: 3'128/161
6446: 2'23/24
6447: 0
6448: 18'17/24
6449: 81'3/4
6450: 29/124
6451: 2'150/217
6452: 12'8/15
6453: 18'5/7
6454: 1'1/3
6455: 4'477/640
6456: 1'85/126
6457: 123'11/27
6458: 1'45/328
6459: 6'83/138
6460: 21'9/20
6461: 66
6462: 6'571/2250
6463: 6'11/21
6464: 2'3/34
6465: 3'5/21
6466: 19'4/5
6467: 73'5/18
6468: 9'1/10
6469: 12'1/2
6470: 7'63/104
6471: 6'5/36
6472: 18'121/126
6473: 4'9/28
6474: 9/17
6475: 7'44/63
6476: 4'671/1148
6477: 5/24
6478: 1'1061/1071
6479: 290'8/9
6480: 4'7/8
6481: 1'1/21
6482: 1133/1368
6483: 2'34/35
6484: 11
6485: 9'7/18
6486: 18'41/120
6487: 6
6488: 3'277/424
6489: 4'55/468
6490: 18/161
6491: 17'11/12
6492: 6'11/21
6493: 7'2/21
6494: 65'3/4
6495: 6'11/20
6496: 28/45
6497: 25/676
6498: 6'136/553
6499: 41'7/12
6500: 6'1474/2331
6501: 3'3/10
6502: 18/665
6503: 1'2/7
6504: 7'4/5
6505: 2'49/67
6506: 2'1/5
6507: 3'47/108
6508: 7'86/99
6509: 30'2/3
6510: 15'53/120
6511: 5/6
6512: 11'1/6
6513: 6
6514: 4'41/156
6515: 59'25/72
6516: 17'1/2
6517: 20'16/21
6518: 1'125/168
6519: 4'1193/2412
6520: 8'25/112
6521: 68'25/56
6522: 1'8/73
6523: 43'1/2
6524: 9'11/12
6525: 5'3/13
6526: 35/846
6527: 3'8/21
6528: 3'4/7
6529: 15'23/27
6530: 7'2/3
6531: 19'39/80
6532: 11'2/3
6533: 17'5/18
6534: 81'1/2
6535: 15'37/54
6536: 504/3685
6537: 245/246
6538: 1'2/3
6539: 2'1/30
6540: 67'3/4
6541: 15/26
6542: 12/115
6543: 19'1/2
6544: 38'8/9
6545: 45
6546: 9'59/84
6547: 23/72
6548: 65
6549: 3'3/4
6550: 8'103/369
6551: 3'1/3
6552: 5'2/9
6553: 108/575
6554: 3'16/21
6555: 10'1/2
6556: 1'1/2
6557: 6'25/36
6558: 8'1/8
6559: 3'5/8
6560: 4'3/4
6561: 3
6562: 45/98
6563: 1'16/27
6564: 11'6/7
6565: 2'5/6
6566: 25/28
6567: 49/1060
6568: 35/192
6569: 4'1/6
6570: 53'4/5
6571: 4'47/180
6572: 12'45/56
6573: 13'1/2
6574: 43/238
6575: 208/891
6576: 218'2/5
6577: 1'5/6
6578: 4'57/64
6579: 41'4/9
6580: 2'7/12
6581: 4'6/7
6582: 9'6/7
6583: 17/60
6584: 6'2/9
6585: 83/120
6586: 2'1/2
6587: 90/209
6588: 82'2/7
6589: 23'9/10
6590: 14/87
6591: 1'27/40
6592: 72'13/18
6593: 3'101/460
6594: 120/869
6595: 50/527
6596: 13'14/15
6597: 25
6598: 22'19/27
6599: 41/42
6600: 52'2/3
6601: 1'5/14
6602: 1/3
6603: 8'3/13
6604: 4'1/6
6605: 52'3/4
6606: 9'14/57
6607: 14'2/3
6608: 8/29
6609: 6'3/4
6610: 23'1/12
6611: 33/116
6612: 5'25/56
6613: 5/27
6614: 48/575
6615: 2'14/41
6616: 4'2/7
6617: 10'1/4
6618: 6'1/2
6619: 2
6620: 6'1/5
6621: 6'3/4
6622: 2'8/9
6623: 9'69/133
6624: 8'17/72
6625: 15'3/20
6626: 1
6627: 4'7/9
6628: 12'1/12
6629: 10'7/16
6630: 9'9/14
6631: 35'31/72
6632: 8'53/95
6633: 6'369/490
6634: 8/9
6635: 3'2/9
6636: 128/1449
6637: 9
6638: 4'13/23
6639: 3'101/252
6640: 6'5/9
6641: 2'3/4
6642: 7'10/11
6643: 5/8
6644: 71'89/128
6645: 2'7/10
6646: 3'15/37
6647: 7'2/7
6648: 8'15/44
6649: 4'1/3
6650: 308/5661
6651: 23'3/8
6652: 8'11/15
6653: 13'13/15
6654: 1'29/56
6655: 17'67/72
6656: 35'1/18
6657: 103'1/2
6658: 114'2/3
6659: 6'11/40
6660: 9/2263
6661: 30
6662: 1'11/14
6663: 13'125/144
6664: 4/21
6665: 81'11/12
6666: 1'35/37
6667: 5'135/376
6668: 6
6669: 1'3/4
6670: 2'1/4
6671: 3'11/21
6672: 66'59/72
6673: 1'1/6
6674: 2'4/5
6675: 17
6676: 2'535/552
6677: 7'4/45
6678: 19/36
6679: 3
6680: 1/3
6681: 19/27
6682: 3'5/28
6683: 3'109/120
6684: 58'25/96
6685: 3'7/24
6686: 2'59/87
6687: 91/204
6688: 4'53/140
6689: 2'11/74
6690: 91/288
6691: 7'3/4
6692: 7'71/72
6693: 6'19/20
6694: 11/160
6695: 4'79/126
6696: 3'2/9
6697: 8'917/1980
6698: 14'79/210
6699: 2'29/96
6700: 6'2/3
6701: 13'1/2
6702: 7'16/65
6703: 19'1/3
6704: 15'1/5
6705: 16/175
6706: 29/42
6707: 131'1/4
6708: 3
6709: 11/16
6710: 30'4/9
6711: 7'9/56
6712: 13'2/3
6713: 1'13/75
6714: 9'32/63
6715: 44
6716: 5'5/9
6717: 15/28
6718: 1/4
6719: 3'26/29
6720: 10'5/36
6721: 2/13
6722: 5'2/35
6723: 42'7/18
6724: 729/12586
6725: 8'25/63
6726: 35/246
6727: 9'13/45
6728: 5'5/27
6729: 65/846
6730: 6'5/7
6731: 29'19/21
6732: 21'4/5
6733: 6'19/70
6734: 42'1/2
6735: 8'2/9
6736: 81'3/5
6737: 4'8/9
6738: 2'21/32
6739: 1'10/11
6740: 1/58
6741: 38'14/27
6742: 5'16/37
6743: 2'49/104
6744: 7'1/6
6745: 8'43/45
6746: 6'1/18
6747: 10'19/72
6748: 4'53/90
6749: 23/144
6750: 33'1/6
6751: 47'1/3
6752: 1'31/42
6753: 3'1/6
6754: 6'44/45
6755: 8'1/2
6756: 7'1/2
6757: 3'29/63
6758: 39'13/72
6759: 6'25/28
6760: 292'20/27
6761: 20/243
6762: 2'3/4
6763: 7'24/85
6764: 6'17/45
6765: 19/224
6766: 6'16/29
6767: 25'7/8
6768: 6'1/3
6769: 5'16/21
6770: 9'353/378
6771: 4'5/9
6772: 11/112
6773: 8'338/441
6774: 13'131/168
6775: 36'4/7
6776: 9'13/24
6777: 6'17/73
6778: 1'4/5
6779: 25/114
6780: 2'193/343
6781: 3/110
6782: 7'23/48
6783: 3'3/4
6784: 4'23/24
6785: 2'57/112
6786: 9/26
6787: 9'13/45
6788: 4'1/3
6789: 27'3/14
6790: 20'19/45
6791: 201'2/5
6792: 5'1/7
6793: 11'3/4
6794: 47'1/2
6795: 8'2/15
6796: 2'9/16
6797: 6'138/175
6798: 14/15
6799: 7'27/56
6800: 15'5/6
6801: 1'31/57
6802: 7'8/39
6803: 21'1/3
6804: 16'38/45
6805: 6'5/21
6806: 17'7/40
6807: 28'2/3
6808: 4'9/10
6809: 6'59/60
6810: 11'7/8
6811: 7/12
6812: 2'95/308
6813: 7'11/18
6814: 2'5/9
6815: 6'25/32
6816: 3'17/18
6817: 3/650
6818: 85/424
6819: 1'7/9
6820: 408/1001
6821: 23'8/9
6822: 5'11/12
6823: 25
6824: 11/20
6825: 7'23/24
6826: 49/1290
6827: 1'5/8
6828: 2'4/19
6829: 4'5/56
6830: 1/2
6831: 13/25
6832: 3'43/98
6833: 8'2/21
6834: 6'34/45
6835: 46'1/49
6836: 32'3/8
6837: 62'19/70
6838: 16/665
6839: 21'23/90
6840: 3'405/602
6841: 3'79/147
6842: 6'17/30
6843: 44/135
6844: 2'5/12
6845: 18'1/4
6846: 6'20/21
6847: 7'19/35
6848: 83/306
6849: 3'1/2
6850: 5'1/14
6851: 4'140/141
6852: 18'5/6
6853: 5'13/63
6854: 4'4/7
6855: 4'23/30
6856: 263/288
6857: 5'5/12
6858: 235'5/7
6859: 80'1/3
6860: 21/152
6861: 6'67/168
6862: 67
6863: 18'9/20
6864: 12'1/56
6865: 31'4/5
6866: 5'1/3
6867: 77'3/10
6868: 22'3/14
6869: 64
6870: 1'14/33
6871: 1/4
6872: 134'3/4
6873: 3/4
6874: 2'2/7
6875: 251/328
6876: 6'2/5
6877: 300'58/189
6878: 1/2
6879: 6'4/5
6880: 10'3/7
6881: 18'133/216
6882: 8'25/36
6883: 6'17/18
6884: 27/176
6885: 32'1/3
6886: 7'3/4
6887: 7'8/15
6888: 8'8/21
6889: 30
6890: 55'23/40
6891: 5/154
6892: 2'1/2
6893: 21/46
6894: 34'183/200
6895: 188/205
6896: 7'3/70
6897: 11'19/24
6898: 5'2/9
6899: 6'6/7
6900: 14'1/4
6901: 2'7/19
6902: 2'24/35
6903: 1'2/3
6904: 2'1/24
6905: 51'1/2
6906: 3'5/13
6907: 8'163/340
6908: 15'1/7
6909: 9'11/20
6910: 18/1003
6911: 16
6912: 11/17
6913: 4'5/7
6914: 1'29/81
6915: 10'17/30
6916: 3'23/36
6917: 11'13/24
6918: 1/3
6919: 5'11/12
6920: 43'2/3
6921: 1'131/175
6922: 4
6923: 3'26/45
6924: 3'8/9
6925: 3'5/14
6926: 93/400
6927: 12'17/18
6928: 53'7/8
6929: 53'19/28
6930: 2'4/7
6931: 10'116/441
6932: 6'1/2
6933: 21/272
6934: 11'1/3
6935: 9'593/684
6936: 22'1/2
6937: 17'5/18
6938: 9'77/160
6939: 1/162
6940: 29'37/56
6941: 2'3/5
6942: 5'1/5
6943: 4'4/9
6944: 9/52
6945: 19'2/45
6946: 5'44/65
6947: 24'1/2
6948: 9'2/7
6949: 9'3/5
6950: 10'1/36
6951: 7'5/99
6952: 16'4/9
6953: 431'17/63
6954: 1'11/28
6955: 14/51
6956: 1/21
6957: 5'1/4
6958: 4'1/12
6959: 4'7/15
6960: 11'1/12
6961: 8'1/3
6962: 57'2/5
6963: 7'393/595
6964: 15
6965: 1/25
6966: 10'4/15
6967: 11'3/8
6968: 10'10/21
6969: 85'1/2
6970: 29'5/6
6971: 7'3/4
6972: 18'1/6
6973: 9'1/4
6974: 8'46/111
6975: 5/18
6976: 2'76/123
6977: 8'7/12
6978: 4'29/72
6979: 23'1/8
6980: 3'1/15
6981: 14'1/8
6982: 5'3/94
6983: 2'26/51
6984: 8'23/75
6985: 28
6986: 84'13/35
6987: 72'3/7
6988: 7'1/10
6989: 7/24
6990: 6'2/3
6991: 17/154
6992: 60/517
6993: 34'17/24
6994: 37'7/8
6995: 2/5
6996: 5
6997: 5
6998: 14'17/42
6999: 20'10/63
7000: 46'11/24
7001: 4'131/216
7002: 17
7003: 11'8/15
7004: 1'1/6
7005: 3'3/5
7006: 20'16/105
7007: 10'17/28
7008: 7'55/126
7009: 1'2/3
7010: 17'38/45
7011: 33/85
7012: 2'70/81
7013: 4'76/145
7014: 1'11/21
7015: 3'1/3
7016: 67/90
7017: 5'11/15
7018: 2'1/56
7019: 8/81
7020: 196/765
7021: 37'16/27
7022: 50'44/63
7023: 1'33/35
7024: 5'3/4
7025: 29'43/45
7026: 10'41/42
7027: 5'4/9
7028: 3'11/36
7029: 11'1/5
7030: 2'6/7
7031: 3'35/72
7032: 3/5
7033: 29/96
7034: 54
7035: 3'12/49
7036: 7/12
7037: 51/532
7038: 25'32/63
7039: 22'13/30
7040: 2'1/30
7041: 6'185/336
7042: 16/93
7043: 17'19/24
7044: 456/5405
7045: 12'15/16
7046: 9/374
7047: 3'17/40
7048: 5'203/222
7049: 2'1/2
7050: 1'7/18
7051: 12'29/42
7052: 10'89/138
7053: 2'34/39
7054: 1/12
7055: 33/728
7056: 4'55/84
7057: 2'3/8
7058: 8'1/12
7059: 5'2/3
7060: 8'2/27
7061: 47'41/64
7062: 8'3/4
7063: 4/7
7064: 5'205/252
7065: 1'61/423
7066: 16
7067: 6'2/5
7068: 22
7069: 68'3/5
7070: 3'17/56
7071: 25/4797
7072: 423/1715
7073: 57'1/2
7074: 152'8/15
7075: 19'1/2
7076: 2'1/4
7077: 40'5/9
7078: 1'13/42
7079: 6'2/7
7080: 2'7/12
7081: 8'2/9
7082: 10'2/5
7083: 22'13/16
7084: 6'13/45
7085: 7'37/70
7086: 5/21
7087: 9'3/10
7088: 4/27
7089: 8'5/14
7090: 2'4/11
7091: 13'3/4
7092: 11'2/15
7093: 47
7094: 5'19/63
7095: 5'8/15
7096: 105/176
7097: 3'49/396
7098: 5'12/35
7099: 95'5/8
7100: 20'2/5
7101: 58'1/4
7102: 12'45/56
7103: 4'7/39
7104: 46'5/16
7105: 5'75/86
7106: 5'302/531
7107: 5'5/8
7108: 1'1/38
7109: 31/56
7110: 10'29/63
7111: 6'1/3
7112: 15'1/9
7113: 5'170/219
7114: 5
7115: 6'3/5
7116: 2'5/14
7117: 42'7/20
7118: 12'2/5
7119: 15'1/6
7120: 2'1/2
7121: 15'1/6
7122: 6'7/15
7123: 10'5/18
7124: 13'3/35
7125: 8'1/8
7126: 70
7127: 7'5/8
7128: 5'31/44
7129: 11/14
7130: 15/53
7131: 1'13/25
7132: 7'1/8
7133: 5'73/140
7134: 7'51/82
7135: 0
7136: 54'1/2
7137: 15/52
7138: 150
7139: 48'1/2
7140: 10'5/7
7141: 9/308
7142: 10'43/87
7143: 2/3
7144: 8'11/18
7145: 47'37/189
7146: 5'12/35
7147: 8'277/666
7148: 1'158/329
7149: 7'17/42
7150: 12'2/3
7151: 5'1/4
7152: 8'2/27
7153: 10'13/21
7154: 6'1/2
7155: 144
7156: 9'17/24
7157: 71'1/2
7158: 10'55/56
7159: 11'37/42
7160: 13'1/4
7161: 2'7/8
7162: 6'3/4
7163: 27/160
7164: 9/49
7165: 3'13/17
7166: 163/378
7167: 43/126
7168: 9'5/9
7169: 6'71/180
7170: 152
7171: 20/169
7172: 1/9
7173: 33'59/448
7174: 28'4/27
7175: 3'13/84
7176: 10'13/45
7177: 21/256
7178: 8'99/112
7179: 49'1/35
7180: 6'13/165
7181: 19/92
7182: 180'4/15
7183: 6'3/4
7184: 4'61/148
7185: 1'14/15
7186: 8'49/80
7187: 13'5/6
7188: 1/47
7189: 8'103/236
7190: 80/231
7191: 6'83/105
7192: 27/58
7193: 2'29/108
7194: 4'30/31
7195: 425/738
7196: 4/159
7197: 15'8/9
7198: 14/171
7199: 2'17/24
7200: 16'4/7
7201: 6
7202: 8'2/7
7203: 33'19/36
7204: 1/6
7205: 1'5/24
7206: 11/18
7207: 9'7/8
7208: 3'1/18
7209: 15/92
7210: 3/625
7211: 14/1045
7212: 3'25/66
7213: 30'5/8
7214: 263'5/8
7215: 28'11/24
7216: 31'11/14
7217: 7/18
7218: 13'5/14
7219: 3'209/621
7220: 14'23/42
7221: 4'23/52
7222: 25'5/21
7223: 12
7224: 1'9/10
7225: 9'1/6
7226: 8'32/33
7227: 5'7/8
7228: 145/612
7229: 4'123/152
7230: 3'1/4
7231: 8'11/12
7232: 302'6/7
7233: 77/369
7234: 13'1/3
7235: 11'23/84
7236: 14/135
7237: 18'1/3
7238: 61'11/12
7239: 10'8/15
7240: 11
7241: 71'5/21
7242: 8'8/35
7243: 7'9/10
7244: 4/105
7245: 17'1/10
7246: 2'5/34
7247: 12'15/28
7248: 7'587/612
7249: 11/15
7250: 34'2/3
7251: 5'17/28
7252: 3'53/71
7253: 1'1/7
7254: 1'9/28
7255: 6'29/160
7256: 448
7257: 435'29/81
7258: 41'1/10
7259: 9'27/28
7260: 2/13
7261: 544/1875
7262: 13'8/9
7263: 8'10/33
7264: 7'81/94
7265: 7'3/16
7266: 7'5/6
7267: 5/28
7268: 6'20/21
7269: 7'6/13
7270: 1/3
7271: 9'14/15
7272: 1'2/3
7273: 2'193/238
7274: 2'3/40
7275: 17'3/8
7276: 66'2/3
7277: 1'23/24
7278: 75'7/24
7279: 6'1/2
7280: 25'1/2
7281: 165/1421
7282: 8'1/6
7283: 6'1/3
7284: 69'3/5
7285: 75/1024
7286: 1/4
7287: 8'3/10
7288: 4'1/20
7289: 133/1537
7290: 5'23/49
7291: 6
7292: 4'29/44
7293: 34/49
7294: 4'19/22
7295: 9'19/110
7296: 5'1/72
7297: 16
7298: 16'5/8
7299: 42/185
7300: 8/9
7301: 43'5/36
7302: 10'3/34
7303: 1'205/567
7304: 1'93/140
7305: 3'5/72
7306: 1
7307: 8
7308: 7'5/6
7309: 31'5/6
7310: 6'115/118
7311: 1'7/13
7312: 5/102
7313: 36
7314: 10'4/9
7315: 15/341
7316: 4'2/5
7317: 2'13/51
7318: 159/392
7319: 43'17/36
7320: 268'2/3
7321: 2/3
7322: 8'17/18
7323: 1'2/63
7324: 14'9/10
7325: 1'2/93
7326: 6'11/28
7327: 1
7328: 6'3/4
7329: 56'8/9
7330: 3'21/38
7331: 12'37/72
7332: 36/53
7333: 10'35/36
7334: 3'28/45
7335: 455/2697
7336: 2'8/9
7337: 6'2/9
7338: 143/357
7339: 9'17/66
7340: 16'2/3
7341: 5'716/819
7342: 72'29/56
7343: 91/160
7344: 2'25/28
7345: 5'57/77
7346: 1/15
7347: 4'79/100
7348: 4/195
7349: 22'3/4
7350: 6'35/36
7351: 40/441
7352: 10'23/28
7353: 6'2/7
7354: 9'1/3
7355: 7/9
7356: 13/42
7357: 22'1/9
7358: 7'7/10
7359: 9'463/522
7360: 4/35
7361: 49'13/35
7362: 1'11/60
7363: 1'7/13
7364: 4'1/24
7365: 8'1/24
7366: 13'5/7
7367: 4'7/24
7368: 1'21/40
7369: 1
7370: 97'5/21
7371: 13
7372: 3'7/10
7373: 8'4/15
7374: 10'7/16
7375: 235/264
7376: 13'2/3
7377: 18'1/4
7378: 70/143
7379: 1'37/56
7380: 47/63
7381: 10
7382: 7'221/400
7383: 21/512
7384: 2/19
7385: 1'13/50
7386: 16'11/18
7387: 11'19/21
7388: 7/80
7389: 33'1/8
7390: 2'914/1617
7391: 13'3/4
7392: 6'96/175
7393: 20'5/16
7394: 2'15/92
7395: 3'25/36
7396: 6'26/45
7397: 3/88
7398: 10'35/36
7399: 27/260
7400: 11
7401: 42'11/12
7402: 42'47/63
7403: 10'10/27
7404: 1'23/48
7405: 14'1/9
7406: 1'4/7
7407: 5'2/3
7408: 16'2/3
7409: 498'3/4
7410: 166'5/6
7411: 12
7412: 20'7/24
7413: 29/36
7414: 7'9/28
7415: 19'7/10
7416: 5'19/28
7417: 5/9
7418: 4'50/63
7419: 3'1/3
7420: 7/221
7421: 444'4/15
7422: 36/49
7423: 6'817/1428
7424: 40/371
7425: 8
7426: 30'1/12
7427: 15/224
7428: 17'1/10
7429: 11'59/63
7430: 3'8/15
7431: 1'13/28
7432: 3'156/161
7433: 30'1/4
7434: 5'7/24
7435: 17'1/7
7436: 21
7437: 11'5/12
7438: 2'7/9
7439: 1'1/10
7440: 39'313/320
7441: 3'529/765
7442: 3'23/38
7443: 8'1/8
7444: 17
7445: 1'331/402
7446: 23'1/4
7447: 7'3/25
7448: 5'2/45
7449: 15/128
7450: 1'1/7
7451: 19/64
7452: 31'3/4
7453: 63/1664
7454: 2/81
7455: 1'23/81
7456: 4'14/45
7457: 2
7458: 16'5/8
7459: 70'2/5
7460: 11'5/6
7461: 5'157/180
7462: 5'3/4
7463: 8'1/15
7464: 9'2/7
7465: 40
7466: 29'5/36
7467: 5'1/5
7468: 16'9/50
7469: 6'7/16
7470: 16'1/3
7471: 45'1/8
7472: 9'2/7
7473: 4'11/35
7474: 9'9/10
7475: 1'33/35
7476: 23/65
7477: 9/20
7478: 7/234
7479: 1/10
7480: 17'1/12
7481: 9'5/6
7482: 6'79/1584
7483: 2'1/18
7484: 2'1/3
7485: 26'5/6
7486: 3
7487: 3'5/6
7488: 81'5/6
7489: 3'2/5
7490: 15'2/7
7491: 45/56
7492: 6'13/70
7493: 32'1/6
7494: 7'35/51
7495: 9'13/20
7496: 4'11/12
7497: 14
7498: 1/32
7499: 5'1/35
7500: 8'46/49
7501: 2'1529/1872
7502: 61'3/4
7503: 2/3
7504: 54'2/3
7505: 7'37/56
7506: 176/405
7507: 209/288
7508: 104/1323
7509: 8'1/3
7510: 5'13/18
7511: 27'5/7
7512: 13'4/5
7513: 7'15/28
